Index, Name, Description, Uri, FileName, Method
1, Unity Platform, Software and ASCOM Drivers for all Pegasus Astro products, https://pegasusastro.com/release/unity/setup/PegasusAstroUnityPlatform.exe, PegasusAstroUnityPlatform.exe, Standard
